taskSize,taskType,priority,resourceLoad,actualTime
2,3,1,16.08,4.795
1,1,2,10.55,0.712
3,2,2,10.19,21.841
1,1,3,27.62,0.372
1,2,4,24.2,0.696
1,1,2,2.13,0.487
1,1,4,32.02,0.5
1,1,2,32.73,0.676
2,1,3,6.53,2.239
1,3,3,29.12,0.61
3,2,3,79.26,75.341
1,1,3,47.03,0.518
2,2,4,24.51,5.07
1,2,2,11.66,1.036
2,1,5,23.37,1.632
1,1,2,10.41,0.463
1,2,1,54.37,3.086
3,1,1,14.56,10.574
1,2,2,33.61,1.4
1,1,1,19.9,0.661
2,1,1,28.26,3.409
2,2,1,42.72,5.344
1,2,2,29.19,0.954
1,3,1,39.16,2.173
2,1,2,26.26,4.248
2,2,2,50.47,11.081
3,3,3,25.89,20.752
1,2,2,19.73,1.163
2,3,1,23.27,6.624
1,3,5,53.46,0.798
3,3,4,55.23,49.615
1,3,1,38.07,1.566
2,2,1,7.41,6.369
1,1,2,22.37,0.73
1,3,4,67.62,1.157
2,3,3,53.75,9.568
1,1,4,8.85,0.377
3,1,5,26.6,11.164
1,1,3,35.42,0.638
2,3,1,26.94,3.823
1,1,1,56.59,1.302
1,1,1,15.3,0.349
1,2,1,26.6,1.655
1,1,1,18.29,0.997
1,3,2,21.69,0.7
2,1,3,35.73,2.783
2,1,1,54.78,5.112
2,1,3,25.82,3.629
1,2,4,43.33,1.691
1,2,1,10.37,1.596
1,1,1,5.37,0.841
2,1,2,8.84,3.161
2,3,4,13.01,1.767
1,2,3,20.99,0.911
2,2,1,5.72,7.175
1,1,2,45.78,1.097
1,3,3,28.77,0.701
1,2,1,8.72,0.781
1,1,2,69.03,1.759
2,3,2,42.25,3.869
3,3,1,14.9,16.959
1,2,4,48.79,1.605
1,2,1,31.01,1.426
2,1,3,6.99,3.063
3,2,3,40.4,18.771
2,1,1,49.43,4.804
1,2,3,6.11,0.633
2,1,1,18.12,4.365
1,1,1,20.71,0.847
3,3,1,40.7,20.02
1,1,4,1.19,0.405
2,3,4,51.2,5.287
1,1,1,8.47,0.526
1,1,2,20.22,0.394
2,1,5,56.4,2.965
2,1,2,39.39,4.682
1,1,1,15.32,0.527
3,1,1,65.31,51.719
2,2,2,67.17,12.666
1,1,1,17.98,0.93
1,1,2,23.55,0.474
1,1,3,41.17,0.489
2,1,2,39.51,3.053
1,1,1,19.57,0.983
1,1,3,12.63,0.517
3,2,2,8.88,23.966
3,2,3,23.74,33.356
2,3,1,12.13,3.24
3,2,2,4.78,26.306
2,2,1,47.74,8.349
2,1,1,9.68,4.705
2,1,2,18.91,3.805
1,2,2,20.55,0.968
1,1,1,35.39,1.302
1,1,2,17.18,0.623
2,3,3,45.39,5.526
1,1,2,28.58,0.725
1,1,3,25.78,0.865
1,3,4,42.99,0.359
1,1,3,38.57,0.749
1,1,1,35.6,1.536
2,1,3,33.18,2.082
2,1,1,65.76,4.675
1,3,2,17.78,0.824
1,2,5,74.08,2.475
1,1,1,3.72,0.698
2,1,1,13.82,3.157
2,1,1,15.3,3.332
1,2,5,17.7,0.599
2,1,2,42.97,3.4
1,1,3,57.8,0.552
1,2,1,60.53,4.58
3,3,1,50.96,33.451
1,3,1,38.74,0.801
1,3,3,28.57,0.998
1,2,1,42.86,0.778
2,2,4,8.05,2.895
3,3,2,50.5,30.555
3,1,4,17.71,10.483
1,1,2,17.95,0.688
1,1,2,27.1,0.502
2,3,1,34.36,4.51
1,3,2,10.61,0.723
2,3,2,66.78,5.79
2,1,1,12.25,2.55
1,3,5,39.07,0.931
2,1,1,26.76,2.727
1,1,1,26.95,0.675
1,2,2,21.75,0.862
1,2,2,28.49,0.99
1,3,1,8.76,0.617
2,1,5,12.77,1.32
2,1,1,10.47,3.024
3,1,2,22.18,13.546
3,1,1,45.85,24.189
1,3,1,33.92,1.843
1,1,2,40.4,0.805
2,1,3,48.75,3.177
3,1,2,6.32,8.302
1,2,1,27.66,0.922
1,3,1,15.5,1.322
1,1,4,17.61,0.526
1,1,1,16.55,0.724
2,3,2,25.1,4.723
1,2,1,24.07,0.935
2,1,1,42.21,4.862
2,1,1,30.68,3.516
2,3,1,21.71,5.97
1,2,2,20.45,1.052
1,1,1,31.59,0.605
2,1,3,18.0,2.803
2,1,1,40.63,3.731
1,1,2,37.86,0.863
2,1,2,56.81,5.003
1,1,1,13.79,0.834
2,1,1,11.32,2.652
1,1,1,38.6,1.317
1,1,1,6.3,0.71
1,1,1,15.88,0.674
1,3,1,46.65,1.674
1,1,1,30.95,0.914
1,3,2,3.03,0.856
1,3,2,17.9,0.868
2,3,1,24.98,5.572
1,1,2,30.02,0.617
2,1,1,32.67,4.538
2,2,5,43.19,3.651
1,1,1,18.9,0.56
1,1,1,24.45,0.62
2,1,3,13.16,1.703
2,2,1,22.46,4.569
1,3,1,41.99,1.027
2,1,4,33.17,1.603
1,3,2,11.8,0.693
1,2,2,26.08,1.425
2,1,1,23.66,3.229
1,1,1,53.35,0.926
2,1,1,23.25,3.353
1,3,3,50.72,0.427
2,2,1,17.94,6.244
1,2,2,38.75,1.629
1,2,4,34.77,1.214
1,1,5,5.96,0.316
1,3,1,28.83,1.427
2,3,2,25.73,4.382
1,2,2,31.13,1.578
1,1,3,30.7,0.528
1,1,4,10.2,0.594
1,1,3,14.93,0.455
2,1,2,44.99,4.52
1,2,1,10.93,1.189
3,2,2,68.43,33.758
1,3,2,33.0,1.373
2,1,2,44.28,3.597
1,1,2,32.36,0.482
1,1,2,42.61,0.603
2,3,2,27.38,5.17
3,2,5,23.89,24.948
2,1,1,13.04,2.686
1,2,3,52.51,1.668
1,2,2,13.36,0.939
2,1,2,15.23,1.688
1,1,2,49.24,1.091
2,1,2,51.51,3.205
1,1,3,11.03,0.592
1,2,1,12.35,1.35
2,1,4,32.39,2.213
2,2,3,8.35,4.913
1,2,1,46.04,2.19
1,2,1,5.93,0.813
2,3,1,48.43,6.958
1,1,1,35.61,0.917
1,2,1,24.27,1.202
1,1,1,34.77,1.242
2,2,5,15.46,3.411
2,2,2,10.61,8.664
1,1,3,38.2,0.981
1,1,2,19.22,0.952
1,2,2,27.77,1.426
1,2,4,12.36,1.019
1,2,1,29.82,1.254
1,1,2,39.74,1.409
2,2,4,27.93,3.211
1,2,4,9.4,1.161
1,1,2,15.83,0.573
1,2,4,28.73,0.601
2,2,2,27.4,6.857
2,3,1,29.19,4.725
1,1,1,20.45,0.81
2,1,2,23.67,5.196
1,3,1,23.18,0.678
1,3,1,44.53,1.927
3,1,1,15.07,19.261
1,3,3,60.87,1.655
1,1,4,22.97,0.29
1,3,4,6.66,0.623
1,1,2,3.93,0.731
2,1,4,61.33,8.264
1,3,2,77.36,1.056
1,1,2,5.83,0.542
1,3,2,7.41,1.385
1,1,1,34.94,0.438
1,1,2,18.8,0.809
1,3,2,43.54,1.137
2,2,5,70.98,5.672
1,3,1,57.42,1.312
1,3,1,45.63,2.717
1,1,1,11.71,0.816
1,1,1,6.95,0.639
1,1,5,22.02,0.311
2,2,2,51.3,11.107
1,1,1,20.7,0.645
2,1,2,22.4,2.483
3,3,2,15.44,17.737
1,1,1,36.45,0.931
1,2,1,33.8,1.353
1,1,1,47.25,1.708
2,1,2,8.58,3.506
1,1,3,49.2,0.696
2,1,1,18.77,4.191
2,2,2,40.49,6.284
2,1,3,11.51,2.458
1,3,1,41.9,1.149
3,3,2,7.83,16.377
1,1,1,23.49,0.95
1,3,1,32.14,1.355
1,3,2,20.87,0.625
3,1,1,5.24,22.629
1,3,2,50.43,1.373
2,1,3,14.37,1.563
1,2,1,31.61,1.462
3,1,4,34.22,14.791
1,3,1,35.05,0.846
1,3,2,32.22,1.733
3,3,2,22.11,15.309
1,3,2,14.43,0.875
1,1,4,51.69,0.535
1,2,1,14.48,1.031
1,1,1,21.69,0.714
1,1,2,20.2,0.495
1,1,2,20.62,0.558
1,3,3,19.89,0.58
2,2,3,22.83,3.21
1,1,1,6.58,0.609
1,3,3,39.03,1.557
1,3,3,19.42,0.592
1,1,2,24.75,0.618
2,1,1,9.27,3.348
3,2,4,12.21,27.91
3,2,3,22.97,26.051
1,1,1,3.61,0.539
1,2,1,46.35,0.982
1,1,3,47.07,0.541
1,2,4,30.94,0.918
1,1,2,42.38,0.541
2,1,4,13.52,2.957
1,1,1,13.31,0.612
1,2,1,8.12,1.583
1,1,2,7.43,0.53
1,1,1,23.77,0.566
1,1,1,17.0,0.531
1,3,3,19.4,0.773
2,1,1,24.73,4.951
1,1,1,7.86,0.721
1,1,1,35.93,0.565
1,2,1,17.69,1.241
2,1,1,13.22,3.177
1,1,1,17.55,0.398
2,3,4,34.18,3.366
3,2,2,51.73,52.448
1,2,2,28.12,1.81
2,1,1,30.27,4.689
1,3,1,5.52,0.602
3,3,4,54.5,16.405
1,2,2,36.13,1.681
3,2,3,33.67,18.7
1,3,1,15.76,1.005
1,3,2,11.96,0.678
1,1,2,22.49,0.606
2,3,1,12.26,3.316
1,2,3,20.38,1.038
1,2,1,32.61,1.227
2,1,2,3.58,4.166
2,1,1,22.99,3.11
1,3,2,9.61,1.277
1,2,3,25.74,1.133
1,1,2,9.98,0.555
2,2,5,62.03,4.706
1,1,1,1.06,0.626
2,1,4,37.76,2.359
1,2,3,31.48,1.051
1,2,4,22.79,0.772
1,1,3,23.71,0.813
1,1,2,42.27,0.97
2,1,2,34.87,4.65
1,2,3,5.08,1.16
1,3,3,18.3,0.611
3,2,2,46.93,24.362
3,2,3,31.47,28.153
2,1,2,15.04,2.964
1,1,1,31.24,0.727
1,3,1,25.67,1.739
2,2,2,5.45,5.897
1,1,2,27.0,0.486
1,2,2,12.8,1.125
2,2,2,50.54,9.318
1,1,1,48.04,0.768
1,1,1,15.3,0.807
3,2,1,30.44,23.683
2,1,1,42.56,3.44
1,1,2,28.99,0.602
1,3,3,47.05,0.83
1,3,4,55.02,0.962
1,1,1,34.78,0.637
2,1,3,14.72,2.818
2,1,2,12.62,3.16
1,1,1,13.77,0.312
1,3,3,7.67,0.875
2,2,5,63.89,7.459
1,1,1,27.28,0.692
1,2,2,55.65,1.323
1,1,1,30.14,0.905
2,2,1,14.93,5.165
1,3,1,15.59,0.784
2,1,1,2.53,3.056
1,1,3,39.6,0.578
2,3,1,41.63,5.214
1,1,2,46.98,0.493
1,1,4,31.4,0.557
1,1,3,18.42,0.426
1,1,1,33.72,0.746
1,2,1,34.53,1.229
1,1,2,11.0,0.579
1,1,1,21.9,0.663
1,1,1,33.61,0.69
3,2,2,64.83,52.632
1,3,2,28.64,1.074
2,2,1,23.66,6.849
3,2,1,45.66,55.752
1,3,4,67.72,1.855
2,1,4,44.57,2.581
2,1,2,31.59,5.281
2,1,2,52.04,3.998
1,1,2,43.82,0.532
1,3,1,13.36,0.907
1,1,4,17.54,0.506
1,3,1,30.31,1.674
3,1,2,10.22,16.911
3,1,1,36.37,28.083
1,1,3,37.31,0.908
2,1,3,31.67,2.488
1,1,3,36.31,0.723
3,2,2,45.49,29.02
1,1,2,23.98,0.641
3,3,2,40.58,24.079
2,3,3,14.75,3.612
1,1,2,36.93,1.158
1,3,2,31.46,1.269
2,1,2,50.08,4.421
1,1,1,25.22,0.649
1,1,2,16.42,0.797
3,2,1,9.23,29.855
1,2,3,29.01,1.469
1,2,1,43.61,0.784
1,3,3,47.95,0.972
1,1,1,9.68,0.876
3,3,2,33.19,15.166
1,2,1,58.22,1.248
1,1,4,27.17,0.323
1,1,1,34.44,0.816
3,1,2,34.2,13.703
1,1,1,28.4,0.818
2,2,3,2.96,5.508
2,1,1,55.29,4.393
2,1,2,22.06,3.517
3,2,1,15.13,29.446
2,2,1,24.17,3.763
3,3,1,17.23,16.645
1,2,2,35.31,1.471
2,2,1,28.62,7.803
1,1,5,45.28,0.319
1,2,2,46.32,1.428
2,1,2,23.95,1.782
3,1,1,18.27,16.172
2,3,1,24.83,5.4
1,2,3,25.7,0.654
1,2,3,5.06,0.727
1,1,2,4.57,0.433
1,2,3,24.97,1.031
1,1,1,13.09,0.792
1,1,4,13.32,0.638
1,1,2,60.0,0.621
2,1,4,8.77,2.12
1,1,3,23.87,0.702
3,2,1,8.74,30.17
2,1,2,51.63,2.876
1,3,5,43.02,0.586
1,3,1,23.8,1.189
1,1,2,43.07,0.789
3,2,2,11.92,29.461
1,1,1,11.41,0.817
1,3,1,43.41,0.752
3,1,3,14.87,10.125
3,1,4,0.54,8.845
1,1,2,10.52,0.567
1,3,4,9.2,0.547
1,1,1,54.32,1.45
1,3,1,44.8,0.932
1,1,1,25.18,1.051
1,2,2,18.33,1.53
3,1,2,13.71,17.376
1,1,1,17.28,1.021
2,1,2,18.17,2.866
1,1,2,13.67,0.414
2,2,2,77.98,8.128
2,2,2,22.99,5.852
2,1,2,21.01,2.766
3,1,5,25.27,7.598
1,1,3,14.03,0.618
1,2,4,37.99,0.932
1,2,5,19.51,0.477
1,3,4,16.49,0.429
3,3,1,29.82,30.57
1,1,2,5.9,0.423
2,1,1,39.81,2.841
1,3,1,53.88,2.04
1,1,2,38.66,0.92
1,1,1,18.59,0.975
2,1,2,28.03,4.046
2,2,3,19.04,5.473
1,2,1,10.95,1.253
1,3,4,66.62,1.271
2,1,3,62.07,7.019
1,1,3,43.12,0.523
3,1,1,35.05,17.594
1,2,4,48.67,0.809
1,1,1,9.69,0.689
1,3,3,25.06,0.851
1,2,1,20.48,1.396
1,2,1,49.43,1.281
1,3,1,23.82,1.225
3,1,3,15.19,10.615
1,2,4,19.15,0.751
1,1,2,58.41,1.436
1,3,3,14.22,0.675
1,3,1,11.01,0.812
1,2,5,6.41,1.088
1,1,2,47.47,0.934
2,3,4,6.33,2.794
1,3,3,30.94,0.703
3,2,1,41.06,33.141
1,3,1,20.63,0.909
2,2,2,16.71,4.44
1,1,4,12.4,0.358
1,1,2,27.33,0.577
2,1,4,28.38,2.899
2,2,5,32.33,4.941
2,2,1,24.03,4.006
1,1,2,1.03,0.61
2,1,2,30.36,3.161
2,2,1,53.25,22.193
2,2,3,4.41,4.277
1,3,1,35.16,0.743
2,1,3,12.83,3.043
2,3,2,38.59,5.945
3,1,3,8.96,11.501
1,1,2,8.1,0.638
1,2,2,49.92,2.285
2,1,1,61.51,9.712
1,2,3,23.72,1.125
2,1,2,49.85,3.559
1,1,2,28.64,0.459
1,2,3,50.99,1.131
2,1,2,34.37,4.589
1,1,1,21.5,0.797
1,1,1,5.82,0.441
2,1,2,20.42,1.856
2,2,1,14.9,3.257
2,1,1,59.55,6.959
1,2,1,42.82,1.427
1,2,2,36.73,1.159
3,2,2,37.56,30.816
1,1,2,63.7,0.971
1,2,2,12.38,0.926
1,3,2,19.33,1.118
1,1,1,19.45,0.836
2,3,4,7.44,3.408
2,1,2,15.63,4.284
2,1,3,20.6,3.498
1,2,2,20.02,0.849
1,1,1,0.8,0.732
1,1,3,35.9,0.362
1,1,1,20.46,0.566
1,1,5,31.56,0.537
1,2,2,30.44,1.006
1,1,1,2.03,0.712
1,3,2,42.53,1.671
2,3,3,30.56,3.687
1,1,1,19.21,0.638
1,1,1,28.48,0.681
2,1,4,22.79,2.068
2,3,1,35.08,4.508
2,1,1,11.58,3.207
1,1,1,36.39,0.893
2,3,2,36.07,4.274
1,1,2,46.43,0.761
1,1,2,36.22,0.727
1,3,5,8.2,0.356
1,3,1,64.07,1.562
1,1,1,2.53,0.747
1,1,1,15.9,0.506
2,1,2,70.83,7.872
1,1,1,41.03,1.066
1,1,2,30.83,1.1
1,1,3,9.48,0.543
1,2,1,49.99,1.407
1,2,4,22.35,0.808
1,3,4,46.38,0.675
1,3,2,42.43,0.954
2,1,4,34.51,1.769
3,1,3,66.61,24.414
1,2,1,37.52,2.141
2,1,2,29.35,4.706
2,1,1,28.26,4.399
3,2,2,52.32,30.529
2,1,3,37.59,3.677
2,1,2,29.71,3.132
3,2,1,33.42,30.848
2,3,2,20.26,5.325
1,2,5,38.04,0.729
1,1,1,26.82,0.659
1,2,1,29.51,1.524
1,3,1,35.07,0.699
1,1,5,34.7,0.404
1,2,2,32.05,1.742
1,2,1,48.33,2.814
1,2,2,31.26,0.945
2,1,2,21.54,2.394
1,3,1,24.95,0.795
1,1,4,19.41,0.199
2,1,3,28.66,4.517
2,1,1,18.98,4.068
3,1,5,51.37,9.191
2,1,1,2.57,2.457
2,2,1,8.82,5.92
1,3,2,29.99,0.951
1,1,1,19.05,1.137
1,3,2,29.5,0.749
2,3,1,24.18,4.883
3,1,1,10.21,14.194
1,2,5,20.77,0.64
1,3,1,17.12,1.387
1,2,2,13.93,2.019
1,2,1,19.5,1.467
1,3,3,39.78,0.571
1,2,1,14.86,1.501
3,1,1,27.69,17.715
1,1,4,21.68,0.487
2,2,1,38.74,7.203
2,1,4,34.05,2.182
1,1,2,34.84,0.814
1,1,3,29.27,0.49
2,3,1,40.95,5.164
1,2,5,36.92,0.798
3,1,1,37.33,21.472
1,1,1,51.3,0.631
2,1,3,21.41,2.931
2,1,1,43.65,3.901
1,2,1,51.47,2.199
1,1,2,16.0,1.01
3,3,1,42.57,21.235
1,1,1,7.5,0.645
1,1,2,19.06,0.551
1,3,2,38.82,0.819
1,1,2,27.26,0.471
2,1,3,46.03,3.747
2,1,1,46.24,3.501
1,2,2,22.72,1.705
2,1,1,41.34,4.771
1,3,1,59.68,0.997
1,2,1,20.09,1.355
1,3,2,26.09,0.85
3,2,1,24.94,22.888
1,2,3,41.58,1.19
1,2,1,65.2,2.574
1,1,1,31.71,1.389
2,2,1,57.82,7.083
1,2,2,30.82,1.328
1,1,2,19.69,0.453
2,2,2,10.42,4.845
1,1,5,39.85,0.338
1,2,1,45.18,2.607
1,1,1,54.08,1.649
1,1,4,31.63,0.68
1,1,3,48.31,0.609
2,1,1,18.1,2.761
2,1,1,16.79,3.382
2,1,2,12.65,4.511
3,2,1,12.42,36.065
1,1,2,38.87,1.534
1,3,1,4.94,0.793
3,3,5,25.75,12.01
1,1,2,46.45,1.042
2,1,3,38.89,3.154
2,1,1,37.6,4.03
1,1,2,12.41,0.462
1,1,4,48.26,0.479
1,2,1,14.38,2.066
1,2,2,20.32,0.955
1,1,1,34.17,1.076
1,2,2,3.75,0.732
2,1,3,19.65,2.666
3,3,2,0.28,14.562
2,3,3,28.39,3.464
1,1,1,50.18,1.351
1,2,3,58.02,1.442
1,3,2,14.1,1.201
1,1,1,20.33,0.746
3,1,4,16.29,11.052
1,2,1,25.62,1.171
1,1,1,32.23,0.599
2,1,3,16.67,2.171
1,2,1,30.66,1.549
1,1,1,2.87,0.556
1,1,1,63.87,1.167
2,3,4,12.84,2.603
2,1,1,16.82,5.06
1,2,1,66.12,2.565
3,2,1,18.34,31.357
2,1,1,15.67,2.725
2,2,1,41.53,6.032
1,2,4,44.19,0.771
1,1,3,29.1,0.552
2,2,4,33.09,2.843
1,3,3,17.1,0.808
2,3,1,24.8,5.201
2,1,1,25.97,2.596
1,1,2,48.7,0.797
2,2,1,42.66,11.314
3,3,2,6.55,17.847
2,3,1,16.67,3.231
1,1,3,18.75,0.704
2,3,1,49.31,8.855
1,1,2,41.35,1.107
2,1,5,35.59,1.616
2,2,1,20.21,13.481
2,1,1,41.41,4.814
1,2,1,28.25,1.293
1,1,1,28.38,0.797
1,2,2,33.26,1.57
1,3,5,17.15,0.689
1,1,4,21.95,0.366
1,2,3,24.18,0.897
1,2,3,23.45,0.795
2,1,1,44.36,2.715
3,2,4,14.77,19.991
1,2,2,43.32,1.896
2,1,1,70.47,5.437
2,3,5,21.78,2.052
1,1,2,10.6,0.501
1,1,1,16.62,0.853
2,1,3,34.28,2.596
3,2,1,19.08,16.993
2,3,1,15.17,4.422
3,1,1,11.75,14.314
3,1,2,63.3,18.42
1,1,1,31.88,0.764
2,2,1,48.24,9.201
1,1,1,56.83,1.013
3,1,1,12.57,15.241
1,1,2,7.87,0.397
1,1,2,33.15,0.519
2,2,1,24.51,6.869
1,2,1,19.3,1.465
2,1,1,14.2,2.765
1,1,2,31.88,1.128
3,1,3,7.65,11.479
2,2,1,30.88,5.543
1,1,1,18.52,0.706
2,1,1,37.56,4.523
1,2,2,37.02,1.309
2,1,1,18.7,3.359
2,2,2,31.92,7.068
2,1,2,31.39,4.863
1,1,1,34.63,0.595
1,2,2,46.79,1.154
2,1,5,31.02,2.078
1,1,1,20.9,0.853
1,3,2,53.89,0.661
1,1,2,36.04,0.738
1,3,1,28.57,1.497
2,1,3,29.12,3.044
1,3,1,38.28,1.271
1,3,1,33.77,1.043
3,1,2,29.97,17.144
1,2,4,21.45,0.968
2,2,1,52.5,7.198
1,1,2,28.06,0.451
2,1,1,23.08,4.062
2,3,2,35.94,4.663
2,2,2,6.36,7.779
1,3,2,27.04,0.572
1,3,5,35.09,0.723
2,3,2,8.6,3.026
1,2,1,42.9,1.698
1,2,5,30.34,0.871
1,3,1,10.51,0.854
3,2,2,11.43,25.757
2,1,2,11.69,2.828
2,2,3,46.29,6.55
2,1,1,12.41,2.488
1,3,2,35.87,0.704
1,2,2,33.32,1.222
1,2,2,13.18,1.068
2,1,4,44.77,2.886
1,2,1,23.8,0.958
2,1,1,58.79,8.173
2,2,2,28.0,6.323
1,2,1,33.73,1.515
1,1,3,25.03,0.552
1,1,1,49.01,0.7
3,2,2,4.7,17.569
3,1,2,25.85,15.458
3,3,4,45.99,15.419
1,3,2,13.86,0.665
1,2,1,40.18,1.878
1,1,1,49.73,0.932
1,1,3,51.04,0.964
1,3,4,2.39,0.483
1,3,2,15.08,0.709
3,1,2,9.05,13.484
1,2,1,11.01,0.785
1,1,2,20.55,0.499
2,1,2,11.03,3.959
1,3,1,37.6,0.874
2,3,1,45.27,6.27
2,3,2,38.84,3.84
2,1,2,22.57,2.557
2,1,1,27.18,3.84
1,3,4,45.81,0.541
2,2,1,29.05,8.232
1,1,3,23.07,0.648
1,2,3,13.46,1.053
1,1,3,30.8,0.322
1,2,3,26.29,1.001
2,3,3,15.5,5.228
1,1,2,19.06,0.379
1,1,2,64.21,2.039
1,2,4,25.56,0.433
2,2,2,34.25,7.33
1,1,2,11.18,0.399
2,1,1,13.56,3.462
2,2,2,36.5,8.884
1,1,1,17.65,0.493
2,2,2,25.56,9.957
1,2,1,0.48,0.932
1,1,1,43.82,1.0
2,2,1,15.27,4.676
3,2,3,38.3,39.591
1,2,4,6.44,1.113
1,2,1,20.42,1.12
1,1,1,15.3,0.966
1,1,3,17.29,0.553
2,1,2,25.27,2.915
2,1,1,13.73,2.568
2,1,2,7.4,2.44
1,1,4,51.88,0.907
2,2,1,16.53,5.015
2,1,2,40.09,4.597
2,3,1,23.02,4.18
1,2,4,30.29,1.359
1,1,3,12.96,0.436
1,2,2,72.12,1.287
1,1,5,17.41,0.266
1,3,1,25.23,1.049
1,3,3,33.31,0.763
2,3,3,28.99,3.706
1,2,3,37.77,1.383
2,3,2,2.32,2.92
1,2,1,36.41,1.195
2,3,1,38.55,4.74
1,1,1,25.07,0.74
1,3,4,30.23,0.5
2,2,2,19.63,4.84
3,1,2,11.51,12.365
1,3,1,37.16,0.67
1,2,2,45.66,1.251
2,3,2,19.67,4.349
2,1,2,32.88,2.458
1,2,1,19.82,0.853
1,2,1,28.44,1.198
1,1,1,46.11,0.746
3,2,4,14.43,11.979
1,2,2,20.49,0.673
1,1,2,48.74,1.165
3,2,4,19.46,15.854
1,1,2,16.55,0.729
1,3,2,15.86,0.887
1,3,2,56.3,2.234
1,1,1,29.03,0.789
1,2,1,20.12,1.047
1,1,4,7.14,0.49
2,1,2,24.98,1.776
2,3,1,43.86,7.756
1,1,3,11.05,0.764
1,1,1,41.16,0.599
1,1,2,34.81,0.647
3,2,3,6.07,22.07
1,3,1,14.96,0.79
2,1,1,51.45,4.889
1,1,2,23.55,0.503
2,1,3,8.28,2.186
1,1,4,9.65,0.822
2,1,3,45.45,3.674
1,2,1,69.13,0.976
3,2,1,15.25,25.093
1,1,2,5.49,0.524
2,2,3,31.96,8.31
2,2,1,12.22,8.314
3,1,1,34.25,19.339
1,1,1,26.34,0.53
1,2,1,7.3,1.232
1,1,2,20.59,0.486
1,3,4,20.62,0.629
1,3,1,23.54,1.176
3,3,2,19.99,16.269
3,1,1,30.2,18.889
1,1,1,34.35,0.972
2,3,1,45.79,7.047
2,1,1,35.75,2.47
3,1,1,41.88,20.492
1,2,3,18.43,0.454
1,1,2,7.52,0.617
2,2,2,62.57,13.472
1,3,2,22.92,0.899
1,2,1,10.4,1.271
3,1,1,12.72,16.989
3,3,1,10.74,23.38
3,2,1,26.67,24.513
2,1,1,21.18,2.929
1,2,5,42.24,0.881
1,1,5,47.26,0.76
1,1,3,34.75,0.705
1,2,2,48.01,1.923
1,1,2,37.21,0.659
2,1,2,24.68,3.218
1,2,2,13.72,1.037
2,1,1,26.65,2.58
1,2,5,32.9,0.814
1,1,3,38.05,0.602
1,2,1,9.28,1.434
1,3,2,18.71,0.538
2,1,3,21.49,2.354
1,2,4,31.27,0.532
1,1,1,18.6,0.748
2,1,2,51.59,5.91
1,1,1,27.34,0.804
1,1,1,39.51,1.514
1,1,1,52.45,1.246
1,2,1,61.61,1.624
2,2,2,48.21,11.345
1,3,2,16.42,1.268
1,3,3,38.94,1.023
1,1,2,46.27,0.655
1,1,1,45.32,0.751
1,1,2,26.54,0.701
2,2,3,26.76,4.492
1,3,2,31.58,1.183
2,1,2,26.47,2.997
1,1,1,87.78,2.942
1,1,1,12.55,0.777
1,3,4,26.88,0.424
2,1,1,20.9,3.372
2,2,1,27.67,8.675
1,1,1,19.21,0.658
1,1,2,35.07,0.773
3,1,3,10.7,12.611
1,2,2,36.63,1.009
1,2,4,18.33,1.22
1,1,1,52.02,0.804
2,1,1,11.99,2.665
2,1,5,18.88,2.376
1,1,2,25.43,0.547
3,1,3,66.44,25.647
1,1,2,32.28,0.763
1,2,1,58.15,2.951
1,3,5,40.66,0.318
1,2,1,29.72,1.287
1,2,2,16.46,0.995
1,3,1,22.76,0.898
1,3,2,32.42,1.096
2,1,2,27.05,4.758
1,1,1,26.92,0.763
1,1,5,43.12,0.377
2,3,1,26.64,4.986
2,1,2,14.04,3.367
2,1,1,17.6,3.617
2,2,2,32.28,8.203
2,2,2,5.76,4.487
1,2,2,41.43,1.141
1,2,2,5.49,1.077
2,2,3,39.97,8.287
1,3,5,12.13,0.688
1,1,4,51.13,0.792
1,3,1,38.42,1.186
1,2,3,14.75,0.737
1,1,1,50.63,1.276
1,3,1,46.58,0.854
2,3,2,74.73,13.897
3,3,2,17.8,19.466
1,3,2,22.61,0.832
3,1,2,32.15,23.406
1,1,2,5.8,0.594
3,1,5,36.55,9.4
3,3,1,22.7,23.414
1,3,1,55.08,1.064
2,3,1,31.55,5.289
3,3,1,9.72,19.75
3,2,5,40.51,16.23
3,1,1,4.66,25.96
1,1,1,25.68,0.682
1,1,2,13.26,0.512
2,2,1,30.78,4.244
2,1,2,15.72,2.481
2,3,5,61.69,5.646
1,2,3,6.61,0.648
1,1,2,26.82,0.471
1,3,2,27.23,1.085
2,2,4,34.82,4.185
1,2,1,22.67,1.112
2,1,3,38.39,3.258
2,1,2,21.91,4.162
1,1,3,36.85,0.472
1,2,1,66.21,4.954
1,2,3,47.02,1.346
3,3,3,21.07,16.354
2,3,2,11.2,4.374
1,1,1,84.88,0.796
1,3,1,40.1,1.202
1,1,3,16.35,0.54
1,1,2,44.35,1.411
3,2,5,70.71,81.207
2,3,2,36.25,4.871
1,3,1,21.8,0.928
2,3,3,20.05,3.279
1,1,3,58.63,0.883
2,1,2,11.09,2.663
1,1,3,17.22,0.661
2,2,1,46.02,12.934
3,1,1,34.98,27.009
1,1,1,41.38,1.284
2,1,1,30.14,4.283
3,2,2,52.35,51.181
1,2,1,22.83,1.512
1,1,4,29.09,0.323
2,1,1,35.55,3.68
1,2,2,25.39,0.974
1,2,2,32.51,1.185
